year,İBBS3,city,population,total_cases,carried_over_from,opened_inside_year,finished,carried_over_to,returned,area
2017,TR712,Aksaray,391924.0,36786,16958,19828,18576,18210,189,7659
2017,TR713,Niğde,350421.0,31842,10214,21628,19522,12320,119,7234
2017,TR714,Nevşehir,288151.0,27417,9751,17666,15777,11640,172,5485
2017,TR715,Kırşehir,225700.0,16940,5663,11277,11118,5822,24,6584
2017,TR721,Kayseri,1366684.0,121518,47614,73904,64008,57510,488,16970
2017,TR722,Sivas,616511.0,44134,14535,29599,28424,15710,162,28164
2017,TR723,Yozgat,410405.0,31669,11249,20420,20184,11485,154,13690
2017,TR811,Zonguldak,592416.0,43471,14529,28942,25462,18009,274,3342
2017,TR812,Karabük,238058.0,20625,6584,14041,13766,6859,173,4142
2017,TR813,Bartın,192711.0,15835,4958,10877,9566,6269,54,2330
2017,TR821,Kastamonu,367470.0,25340,9782,15558,14277,11063,116,13064
2017,TR822,Çankırı,181429.0,13112,4371,8741,7664,5448,89,7542
2017,TR823,Sinop,205305.0,13869,3444,10425,9379,4490,123,5717
2017,TR831,Samsun,1292069.0,118065,49116,68949,61534,56531,604,9725
2017,TR832,Tokat,596841.0,45009,15948,29061,26301,18708,182,10042
2017,TR833,Çorum,516468.0,35687,11973,23714,21027,14660,187,12428
2017,TR834,Amasya,327079.0,24400,7840,16560,14843,9557,65,5628
2017,TR901,Trabzon,778696.0,49266,19243,30023,28180,21086,201,4628
2017,TR902,Ordu,736155.0,51594,17840,33754,32285,19309,228,5914
2017,TR903,Giresun,432965.0,31191,9868,21323,19026,12165,194,6972
2017,TR904,Rize,329810.0,21662,7335,14327,13546,8116,57,3835
2017,TR905,Artvin,165622.0,13524,5150,8374,7006,6518,104,7393
2017,TR906,Gümüşhane,168340.0,8888,2371,6517,6176,2712,44,6668
2017,TRA11,Erzurum,757258.0,59525,22490,37035,33426,26099,344,25006
2017,TRA12,Erzincan,227964.0,19386,7563,11823,10674,8712,147,11815
2017,TRA13,Bayburt,80030.0,5476,1701,3775,3274,2202,21,3746
2017,TRA21,Ağrı,535577.0,38376,16555,21821,18280,20096,187,11099
2017,TRA22,Kars,286485.0,19962,6573,13389,11592,8370,167,10193
2017,TRA23,Iğdır,194211.0,16485,6504,9981,8032,8453,115,3664
2017,TRA24,Ardahan,96719.0,9409,3639,5770,4971,4438,29,4934
2017,TRB11,Malatya,783348.0,59105,22557,36548,32998,26107,273,12259
2017,TRB12,Elazığ,581170.0,46067,18060,28007,26548,19519,217,9383
2017,TRB13,Bingöl,273043.0,19259,8377,10882,10124,9135,80,8003
2017,TRB14,Tunceli,82334.0,11284,4600,6684,5486,5798,41,7582
2017,TRB21,Van,1104347.0,76145,37351,38794,36949,39196,568,20921
2017,TRB22,Muş,404165.0,22727,10528,12199,10771,11956,106,8718
2017,TRB23,Bitlis,341324.0,25405,10540,14865,12729,12676,151,8294
2017,TRB24,Hakkari,275405.0,26949,12709,14240,12740,14209,160,7095
2017,TRC11,Gaziantep,1990463.0,247830,129749,118081,76407,171423,1383,6803
2017,TRC12,Adıyaman,614016.0,34745,14721,20024,19226,15519,169,7337
2017,TRC13,Kilis,135487.0,16839,8344,8495,6729,10110,79,1412
2017,TRC21,Şanlıurfa,1978855.0,146888,73059,73829,64818,82070,800,19242
2017,TRC22,Diyarbakır,1699100.0,196953,111289,85664,74436,122517,1185,15101
2017,TRC31,Mardin,807390.0,55241,21803,33438,30482,24759,598,8780
2017,TRC32,Batman,584487.0,59437,26791,32646,23869,35568,206,4477
2017,TRC33,Şırnak,502592.0,49261,23572,25689,23432,25829,145,7078
2017,TRC34,Siirt,323905.0,24044,10352,13692,10755,13289,76,5717
2016,TR100,İstanbul,14556739.0,1848675,1210957,637718,587688,1260987,5973,5461
2016,TR211,Tekirdağ,969128.0,81916,34103,47813,40339,41577,385,6190
2016,TR212,Edirne,398840.0,39054,16468,22586,20238,18816,107,6145
2016,TR213,Kırklareli,350244.0,23303,7226,16077,12432,10871,104,6459
2016,TR221,Balıkesir,1188307.0,102670,42994,59676,47470,55200,367,14583
2016,TR222,Çanakkale,515339.0,41739,16061,25678,22742,18997,250,9817
2016,TR310,İzmir,4196228.0,439205,230328,208877,193481,245724,1844,11891
2016,TR321,Aydın,1060046.0,125825,58420,67405,57403,68422,639,8116
2016,TR322,Denizli,997835.0,96287,45884,50403,46654,49633,241,12134
2016,TR323,Muğla,906553.0,109486,46453,63033,60653,48833,772,12654
2016,TR331,Manisa,1391158.0,117655,54598,63057,56003,61652,364,13339
2016,TR332,Afyonkarahisar,707997.0,46792,16205,30587,26200,20592,160,14016
2016,TR333,Kütahya,566610.0,33258,9763,23495,18818,14440,90,11634
2016,TR334,Uşak,351194.0,29317,11638,17679,16377,12940,191,5555
2016,TR411,Bursa,2863866.0,264839,121583,143256,122077,142762,629,10813
2016,TR412,Eskişehir,833283.0,98116,50012,48104,45568,52548,365,13960
2016,TR413,Bilecik,214834.0,17899,5086,12813,11162,6737,56,4179
2016,TR421,Kocaeli,1823015.0,153412,85639,67773,57895,95517,651,3397
2016,TR422,Sakarya,957760.0,77179,29095,48084,41692,35487,277,4824
2016,TR423,Düzce,366744.0,29174,10560,18614,14140,15034,119,2492
2016,TR424,Bolu,295345.0,23264,7861,15403,13995,9269,74,8313
2016,TR425,Yalova,230538.0,18521,7494,11027,9196,9325,158,798
2016,TR510,Ankara,5276144.0,625597,350204,275393,241808,383789,1349,25632
2016,TR521,Konya,2145186.0,174956,74334,100622,85379,89577,882,40838
2016,TR522,Karaman,243348.0,17555,4795,12760,10193,7362,52,8678
2016,TR611,Antalya,2268021.0,314051,158781,155270,134439,179612,995,20177
2016,TR612,Isparta,421690.0,34887,11033,23854,20064,14823,194,8946
2016,TR613,Burdur,259009.0,21163,6842,14321,11165,9998,51,7175
2016,TR621,Adana,2192471.0,218678,110877,107801,95175,123503,881,13844
2016,TR622,Mersin,1755996.0,202522,104208,98314,78709,123813,670,16010
2016,TR631,Hatay,1550650.0,126984,59328,67656,55980,71004,728,5524
2016,TR632,Kahramanmaraş,1109579.0,63159,25677,37482,33332,29827,407,14520
2016,TR633,Osmaniye,521561.0,35169,10087,25082,21122,14047,152,3320
2016,TR711,Kırıkkale,272012.0,20801,7027,13774,12540,8261,165,4791
2016,TR712,Aksaray,387491.0,27727,10197,17530,10769,16958,84,7659
2016,TR713,Niğde,348936.0,22981,6200,16781,12767,10214,72,7234
2016,TR714,Nevşehir,287626.0,23073,7302,15771,13322,9751,127,5485
2016,TR715,Kırşehir,225252.0,14200,3851,10349,8537,5663,27,6584
2016,TR721,Kayseri,1347629.0,106448,39556,66892,58834,47614,360,16970
2016,TR722,Sivas,617012.0,36768,11802,24966,22233,14535,163,28164
2016,TR723,Yozgat,413883.0,24787,6420,18367,13538,11249,105,13690
2016,TR811,Zonguldak,593718.0,36869,10596,26273,22340,14529,135,3342
2016,TR812,Karabük,237620.0,17892,4526,13366,11308,6584,79,4142
2016,TR813,Bartın,191585.0,12728,3324,9404,7770,4958,45,2330
2016,TR821,Kastamonu,371699.0,22775,6438,16337,12993,9782,62,13064
2016,TR822,Çankırı,179601.0,12031,3191,8840,7660,4371,53,7542
2016,TR823,Sinop,203508.0,12737,2290,10447,9293,3444,56,5717
2016,TR831,Samsun,1281286.0,101246,40786,60460,52130,49116,340,9725
2016,TR832,Tokat,597994.0,33833,9706,24127,17885,15948,85,10042
2016,TR833,Çorum,518538.0,29487,8674,20813,17514,11973,144,12428
2016,TR834,Amasya,323565.0,19845,5809,14036,12008,7837,56,5628
2016,TR901,Trabzon,773058.0,44801,15967,28834,25558,19243,199,4628
2016,TR902,Ordu,745766.0,42723,11623,31100,24883,17840,151,5914
2016,TR903,Giresun,441115.0,26727,7430,19297,16859,9868,126,6972
2016,TR904,Rize,329867.0,18664,5633,13031,11329,7335,107,3835
2016,TR905,Artvin,167598.0,11308,3781,7527,6158,5150,73,7393
2016,TR906,Gümüşhane,170298.0,7251,1641,5610,4880,2371,49,6668
2016,TRA11,Erzurum,758682.0,44168,17284,26884,21677,22491,244,25006
2016,TRA12,Erzincan,222610.0,16116,5466,10650,8553,7563,46,11815
2016,TRA13,Bayburt,89722.0,4254,929,3325,2553,1701,16,3746
2016,TRA21,Ağrı,541520.0,30174,12522,17652,13619,16555,153,11099
2016,TRA22,Kars,288569.0,14318,4579,9739,7745,6573,46,10193
2016,TRA23,Iğdır,192137.0,13111,4672,8439,6607,6504,80,3664
2016,TRA24,Ardahan,97922.0,7107,2304,4803,3467,3640,10,4934
2016,TRB11,Malatya,777109.0,53225,20887,32338,30668,22557,243,12259
2016,TRB12,Elazığ,576891.0,40155,15571,24584,22095,18060,206,9383
2016,TRB13,Bingöl,269029.0,15863,6666,9197,7486,8377,76,8003
2016,TRB14,Tunceli,82053.0,7945,3325,4620,3345,4600,34,7582
2016,TRB21,Van,1097762.0,57717,29114,28603,20366,37351,273,20921
2016,TRB22,Muş,406135.0,17434,7315,10119,6906,10528,43,8718
2016,TRB23,Bitlis,340845.0,19579,7473,12106,9039,10540,75,8294
2016,TRB24,Hakkari,267586.0,18643,9131,9512,5934,12709,79,7095
2016,TRC11,Gaziantep,1955922.0,195690,94764,100926,65944,129746,765,6803
2016,TRC12,Adıyaman,609826.0,29493,11028,18465,14771,14722,79,7337
2016,TRC13,Kilis,130290.0,15025,7103,7922,6681,8344,55,1412
2016,TRC21,Şanlıurfa,1935283.0,119507,56301,63206,46448,73059,516,19242
2016,TRC22,Diyarbakır,1672082.0,155495,95408,60087,44200,111295,497,15101
2016,TRC31,Mardin,794070.0,43140,16891,26249,21337,21803,421,8780
2016,TRC32,Batman,575241.0,45760,21234,24526,18969,26791,245,4477
2016,TRC33,Şırnak,483125.0,37391,15428,21963,13819,23572,104,7078
2016,TRC34,Siirt,322135.0,17297,8183,9114,6945,10352,58,5717
2015,TR100,İstanbul,14458174.0,1858130,1216169,641961,647173,1210957,5907,5461
2015,TR211,Tekirdağ,934568.0,79826,33071,46755,45723,34103,356,6190
2015,TR212,Edirne,399784.0,37897,15629,22268,21429,16468,161,6145
2015,TR213,Kırklareli,345744.0,23504,7580,15924,16278,7226,174,6459
2015,TR221,Balıkesir,1180416.0,99862,41315,58547,56868,42994,442,14583
2015,TR222,Çanakkale,510837.0,41257,15649,25608,25196,16061,309,9817
2015,TR310,İzmir,4143818.0,435150,231919,203231,204823,230327,1534,11891
2015,TR321,Aydın,1045492.0,119636,56355,63281,61216,58420,804,8116
2015,TR322,Denizli,986622.0,95154,45962,49192,49270,45884,311,12134
2015,TR323,Muğla,892323.0,104377,46237,58140,57924,46453,614,12654
2015,TR331,Manisa,1376228.0,115989,54554,61435,61391,54598,471,13339
2015,TR332,Afyonkarahisar,704520.0,46159,16192,29967,29956,16203,158,14016
2015,TR333,Kütahya,566846.0,32467,9888,22579,22704,9763,166,11634
2015,TR334,Uşak,347757.0,30056,12161,17895,18418,11638,231,5555
2015,TR411,Bursa,2813650.0,251028,117326,133702,129448,121580,549,10813
2015,TR412,Eskişehir,817865.0,93328,47011,46317,43316,50012,378,13960
2015,TR413,Bilecik,210051.0,16870,5375,11495,11785,5085,55,4179
2015,TR421,Kocaeli,1773047.0,154391,86388,68003,68752,85639,678,3397
2015,TR422,Sakarya,941667.0,72524,27156,45368,43429,29095,204,4824
2015,TR423,Düzce,358404.0,27927,10312,17615,17366,10561,120,2492
2015,TR424,Bolu,287328.0,22746,7372,15374,14885,7861,72,8313
2015,TR425,Yalova,226225.0,17874,6700,11174,10380,7494,194,798
2015,TR510,Ankara,5215511.0,609916,344437,265479,259712,350204,995,25632
2015,TR521,Konya,2116731.0,170446,67458,102988,96113,74333,764,40838
2015,TR522,Karaman,240810.0,17858,4986,12872,13063,4795,39,8678
2015,TR611,Antalya,2233701.0,305599,154485,151114,146818,158781,1005,20177
2015,TR612,Isparta,416816.0,32707,10865,21842,21674,11033,160,8946
2015,TR613,Burdur,256380.0,20115,6665,13450,13273,6842,22,7175
2015,TR621,Adana,2173795.0,211659,109439,102220,100783,110876,838,13844
2015,TR622,Mersin,1733477.0,191698,96660,95038,87490,104208,720,16010
2015,TR631,Hatay,1529511.0,121512,55675,65837,62184,59328,692,5524
2015,TR632,Kahramanmaraş,1093600.0,64363,26713,37650,38687,25676,389,14520
2015,TR633,Osmaniye,512359.0,35397,11961,23436,25310,10087,168,3320
2015,TR711,Kırıkkale,267176.0,20279,6779,13500,13252,7027,94,4791
2015,TR712,Aksaray,379545.0,27538,10113,17425,17341,10197,153,7659
2015,TR713,Niğde,344032.0,20845,5903,14942,14645,6200,134,7234
2015,TR714,Nevşehir,284417.0,21392,7099,14293,14090,7302,100,5485
2015,TR715,Kırşehir,222482.0,13514,4098,9416,9663,3851,31,6584
2015,TR721,Kayseri,1331537.0,101108,39020,62088,61552,39556,456,16970
2015,TR722,Sivas,615186.0,36804,12264,24540,25002,11802,122,28164
2015,TR723,Yozgat,413570.0,22398,6134,16264,15978,6420,111,13690
2015,TR811,Zonguldak,592888.0,33657,8583,25074,23061,10596,106,3342
2015,TR812,Karabük,233980.0,18213,4466,13747,13687,4526,93,4142
2015,TR813,Bartın,190043.0,12390,3133,9257,9066,3324,91,2330
2015,TR821,Kastamonu,366760.0,20985,6054,14931,14543,6442,54,13064
2015,TR822,Çankırı,178564.0,9985,2980,7005,6794,3191,53,7542
2015,TR823,Sinop,202654.0,11576,2095,9481,9286,2290,49,5717
2015,TR831,Samsun,1269430.0,98321,40825,57496,57536,40785,408,9725
2015,TR832,Tokat,591014.0,34211,10500,23711,24505,9706,95,10042
2015,TR833,Çorum,519324.0,29438,8820,20618,20764,8674,131,12428
2015,TR834,Amasya,320245.0,19278,5846,13432,13469,5809,90,5628
2015,TR901,Trabzon,764101.0,42600,16320,26280,26633,15967,213,4628
2015,TR902,Ordu,725291.0,39781,10647,29134,28158,11623,196,5914
2015,TR903,Giresun,424197.0,26361,7970,18391,18930,7431,119,6972
2015,TR904,Rize,327976.0,18249,5750,12499,12616,5633,173,3835
2015,TR905,Artvin,167915.0,10274,3220,7054,6493,3781,34,7393
2015,TR906,Gümüşhane,150178.0,6125,1475,4650,4484,1641,53,6668
2015,TRA11,Erzurum,759491.0,43464,16276,27188,26180,17284,269,25006
2015,TRA12,Erzincan,221514.0,15690,5161,10529,10224,5466,38,11815
2015,TRA13,Bayburt,78211.0,3952,1004,2948,3023,929,11,3746
2015,TRA21,Ağrı,546562.0,27659,11980,15679,15137,12522,156,11099
2015,TRA22,Kars,291610.0,14846,4586,10260,10267,4579,26,10193
2015,TRA23,Iğdır,191930.0,12952,4564,8388,8280,4672,69,3664
2015,TRA24,Ardahan,98952.0,6815,2146,4669,4511,2304,31,4934
2015,TRB11,Malatya,769036.0,51306,17988,33318,30419,20887,149,12259
2015,TRB12,Elazığ,573102.0,39163,14435,24728,23591,15572,283,9383
2015,TRB13,Bingöl,266725.0,14576,6106,8470,7910,6666,53,8003
2015,TRB14,Tunceli,85946.0,7184,2900,4284,3859,3325,27,7582
2015,TRB21,Van,1094303.0,55681,27165,28516,26566,29115,321,20921
2015,TRB22,Muş,408366.0,16623,6610,10013,9308,7315,81,8718
2015,TRB23,Bitlis,340334.0,16147,6144,10003,8674,7473,133,8294
2015,TRB24,Hakkari,278581.0,16239,8472,7767,7108,9131,61,7095
2015,TRC11,Gaziantep,1916252.0,168320,76912,91408,73557,94763,831,6803
2015,TRC12,Adıyaman,602292.0,26773,9691,17082,15745,11028,83,7337
2015,TRC13,Kilis,130076.0,16377,5985,10392,9274,7103,103,1412
2015,TRC21,Şanlıurfa,1889041.0,105651,45097,60554,49350,56301,602,19242
2015,TRC22,Diyarbakır,1653124.0,144677,83651,61026,49269,95408,457,15101
2015,TRC31,Mardin,794510.0,38477,14657,23820,21586,16891,382,8780
2015,TRC32,Batman,564975.0,44491,20276,24215,23257,21234,222,4477
2015,TRC33,Şırnak,489418.0,27122,12887,14235,11693,15429,111,7078
2015,TRC34,Siirt,319832.0,16645,7014,9631,8462,8183,65,5717
2014,TR100,İstanbul,14221482.0,1877707,1226072,651635,661539,1216168,6281,5461
2014,TR211,Tekirdağ,903940.0,75099,30042,45057,42028,33071,343,6190
2014,TR212,Edirne,397959.0,39447,15038,24409,23818,15629,200,6145
2014,TR213,Kırklareli,342661.0,23833,7613,16220,16253,7580,103,6459
2014,TR221,Balıkesir,1183579.0,96693,40190,56503,55378,41315,425,14583
2014,TR222,Çanakkale,509796.0,39206,14081,25125,23557,15649,307,9817
2014,TR310,İzmir,4091894.0,435465,237122,198343,203546,231919,1755,11891
2014,TR321,Aydın,1034333.0,114453,53162,61291,58098,56355,713,8116
2014,TR322,Denizli,973596.0,88862,42034,46828,42900,45962,204,12134
2014,TR323,Muğla,878566.0,101001,42116,58885,54764,46237,538,12654
2014,TR331,Manisa,1365242.0,115524,53931,61593,60969,54555,696,13339
2014,TR332,Afyonkarahisar,702712.0,44258,14660,29598,28066,16192,220,14016
2014,TR333,Kütahya,568221.0,31177,9382,21795,21289,9888,144,11634
2014,TR334,Uşak,345731.0,28847,11610,17237,16686,12161,119,5555
2014,TR411,Bursa,2763351.0,241488,110029,131459,124163,117325,667,10813
2014,TR412,Eskişehir,806323.0,93405,47785,45620,46394,47011,516,13960
2014,TR413,Bilecik,208439.0,16097,5284,10813,10722,5375,32,4179
2014,TR421,Kocaeli,1716566.0,149250,80650,68600,62862,86388,642,3397
2014,TR422,Sakarya,925541.0,67222,24584,42638,40066,27156,259,4824
2014,TR423,Düzce,353750.0,28528,9311,19217,18217,10311,236,2492
2014,TR424,Bolu,282258.0,21086,6691,14395,13714,7372,67,8313
2014,TR425,Yalova,222695.0,18191,7073,11118,11491,6700,154,798
2014,TR510,Ankara,5110993.0,584508,332631,251877,240072,344436,1294,25632
2014,TR521,Konya,2094919.0,155570,58361,97209,88112,67458,710,40838
2014,TR522,Karaman,239125.0,19645,5377,14268,14659,4986,69,8678
2014,TR611,Antalya,2174812.0,293085,145620,147465,138600,154485,1027,20177
2014,TR612,Isparta,415246.0,31643,9863,21780,20778,10865,127,8946
2014,TR613,Burdur,255388.0,18890,6335,12555,12225,6665,111,7175
2014,TR621,Adana,2154759.0,203390,101350,102040,93951,109439,943,13844
2014,TR622,Mersin,1715941.0,181235,91768,89467,84575,96660,530,16010
2014,TR631,Hatay,1515724.0,116428,48839,67589,60754,55674,879,5524
2014,TR632,Kahramanmaraş,1086037.0,59037,23925,35112,32324,26713,368,14520
2014,TR633,Osmaniye,506299.0,34333,10430,23903,22372,11961,187,3320
2014,TR711,Kırıkkale,268899.0,19321,6426,12895,12542,6779,114,4791
2014,TR712,Aksaray,378459.0,23743,8010,15733,13630,10113,60,7659
2014,TR713,Niğde,342738.0,20127,5870,14257,14224,5903,95,7234
2014,TR714,Nevşehir,283349.0,21017,6863,14154,13918,7099,145,5485
2014,TR715,Kırşehir,220841.0,13327,4167,9160,9229,4098,29,6584
2014,TR721,Kayseri,1314519.0,94949,37234,57715,55930,39019,361,16970
2014,TR722,Sivas,620214.0,37309,11909,25400,25045,12264,105,28164
2014,TR723,Yozgat,428141.0,21841,5676,16165,15707,6134,109,13690
2014,TR811,Zonguldak,596917.0,33212,8251,24961,24629,8583,174,3342
2014,TR812,Karabük,229751.0,17193,4814,12379,12727,4466,112,4142
2014,TR813,Bartın,188778.0,11211,2530,8681,8078,3133,103,2330
2014,TR821,Kastamonu,366004.0,19984,5788,14196,13934,6050,179,13064
2014,TR822,Çankırı,182378.0,10108,2828,7280,7128,2980,53,7542
2014,TR823,Sinop,203862.0,11109,2031,9078,9014,2095,65,5717
2014,TR831,Samsun,1264069.0,91499,39711,51788,50674,40825,354,9725
2014,TR832,Tokat,595692.0,32148,7957,24191,21648,10500,98,10042
2014,TR833,Çorum,523733.0,29317,9232,20085,20497,8820,101,12428
2014,TR834,Amasya,320828.0,18877,5086,13791,13031,5846,55,5628
2014,TR901,Trabzon,763654.0,40478,15405,25073,24158,16320,272,4628
2014,TR902,Ordu,722584.0,39849,10264,29585,29202,10647,204,5914
2014,TR903,Giresun,428051.0,26610,7931,18679,18640,7970,211,6972
2014,TR904,Rize,328927.0,18296,5185,13111,12546,5750,131,3835
2014,TR905,Artvin,169297.0,9865,2882,6983,6645,3220,39,7393
2014,TR906,Gümüşhane,145396.0,5874,1188,4686,4399,1475,14,6668
2014,TRA11,Erzurum,760703.0,42314,16177,26137,26038,16276,237,25006
2014,TRA12,Erzincan,222462.0,14481,4739,9742,9320,5161,80,11815
2014,TRA13,Bayburt,80301.0,3565,765,2800,2561,1004,10,3746
2014,TRA21,Ağrı,548705.0,25375,9353,16022,13395,11980,172,11099
2014,TRA22,Kars,295439.0,15317,4268,11049,10731,4586,15,10193
2014,TRA23,Iğdır,191606.0,12892,3575,9317,8328,4564,177,3664
2014,TRA24,Ardahan,100561.0,6941,1816,5125,4795,2146,33,4934
2014,TRB11,Malatya,766090.0,48497,18634,29863,30509,17988,167,12259
2014,TRB12,Elazığ,567997.0,38046,12428,25618,23612,14434,359,9383
2014,TRB13,Bingöl,265864.0,13856,3958,9898,7751,6105,73,8003
2014,TRB14,Tunceli,86405.0,7014,1645,5369,4114,2900,24,7582
2014,TRB21,Van,1083725.0,54735,26914,27821,27570,27165,465,20921
2014,TRB22,Muş,410853.0,14954,5042,9912,8344,6610,57,8718
2014,TRB23,Bitlis,337925.0,14263,4434,9829,8119,6144,89,8294
2014,TRB24,Hakkari,276109.0,16376,4918,11458,7904,8472,71,7095
2014,TRC11,Gaziantep,1878460.0,150946,70946,80000,74034,76912,805,6803
2014,TRC12,Adıyaman,597405.0,25779,8324,17455,16088,9691,120,7337
2014,TRC13,Kilis,127881.0,14953,4556,10397,8968,5985,68,1412
2014,TRC21,Şanlıurfa,1842316.0,96391,40839,55552,51294,45097,995,19242
2014,TRC22,Diyarbakır,1633958.0,143454,90233,53221,59803,83651,519,15101
2014,TRC31,Mardin,786257.0,34183,11080,23103,19526,14657,430,8780
2014,TRC32,Batman,555861.0,38041,16690,21351,17765,20276,133,4477
2014,TRC33,Şırnak,487906.0,25951,8267,17684,13064,12887,103,7078
2014,TRC34,Siirt,317877.0,15627,5287,10340,8613,7014,86,5717
2013,TR100,İstanbul,14025449.0,1818783,1168307,650476,594803,1223980,5713,5461
2013,TR211,Tekirdağ,871220.0,70722,28370,42352,40679,30043,368,6190
2013,TR212,Edirne,396572.0,36412,12513,23899,21374,15038,220,6145
2013,TR213,Kırklareli,339410.0,23594,7544,16050,15981,7613,130,6459
2013,TR221,Balıkesir,1158352.0,94599,38226,56373,54409,40190,546,14583
2013,TR222,Çanakkale,500588.0,36865,12559,24306,22784,14081,202,9817
2013,TR310,İzmir,4039477.0,445404,243551,201853,208908,236496,1557,11891
2013,TR321,Aydın,1012869.0,109658,48987,60671,56500,53158,789,8116
2013,TR322,Denizli,959944.0,85600,40652,44948,43578,42022,243,12134
2013,TR323,Muğla,850175.0,97030,37881,59149,54916,42114,592,12654
2013,TR331,Manisa,1357215.0,114331,52129,62202,60405,53926,583,13339
2013,TR332,Afyonkarahisar,703145.0,41482,13882,27600,26822,14660,169,14016
2013,TR333,Kütahya,570007.0,29486,8570,20916,20104,9382,162,11634
2013,TR334,Uşak,344070.0,28135,10457,17678,16525,11610,87,5555
2013,TR411,Bursa,2718379.0,223352,97445,125907,113399,109953,464,10813
2013,TR412,Eskişehir,794969.0,85440,42625,42815,37655,47785,392,13960
2013,TR413,Bilecik,207697.0,15784,5033,10751,10502,5282,39,4179
2013,TR421,Kocaeli,1669528.0,140462,73851,66611,59812,80650,753,3397
2013,TR422,Sakarya,911413.0,63825,23105,40720,39241,24584,358,4824
2013,TR423,Düzce,350091.0,29024,8560,20464,19713,9311,212,2492
2013,TR424,Bolu,282092.0,20948,6388,14560,14257,6691,74,8313
2013,TR425,Yalova,217130.0,17059,5959,11100,9986,7073,129,798
2013,TR510,Ankara,5013667.0,538761,304847,233914,206598,332163,1159,25632
2013,TR521,Konya,2068987.0,147928,52913,95015,89567,58361,664,40838
2013,TR522,Karaman,236925.0,17769,4595,13174,12392,5377,85,8678
2013,TR611,Antalya,2115955.0,286432,141708,144724,140910,145522,941,20177
2013,TR612,Isparta,415372.0,30316,9291,21025,20453,9863,95,8946
2013,TR613,Burdur,256097.0,18935,6523,12412,12600,6335,88,7175
2013,TR621,Adana,2138951.0,193630,93615,100015,93783,99847,1204,13844
2013,TR622,Mersin,1694370.0,180898,85425,95473,89130,91768,606,16010
2013,TR631,Hatay,1498306.0,102027,40284,61743,53189,48838,688,5524
2013,TR632,Kahramanmaraş,1072606.0,56754,22064,34690,32834,23920,362,14520
2013,TR633,Osmaniye,498388.0,34450,11057,23393,24020,10430,142,3320
2013,TR711,Kırıkkale,272969.0,19292,6581,12711,12866,6426,119,4791
2013,TR712,Aksaray,377690.0,22256,7785,14471,14246,8010,84,7659
2013,TR713,Niğde,342680.0,20428,5970,14458,14558,5870,82,7234
2013,TR714,Nevşehir,283658.0,20245,6338,13907,13383,6862,163,5485
2013,TR715,Kırşehir,221279.0,12818,3975,8843,8651,4167,49,6584
2013,TR721,Kayseri,1289141.0,92203,38164,54039,54969,37234,451,16970
2013,TR722,Sivas,621239.0,38358,12858,25500,26450,11908,133,28164
2013,TR723,Yozgat,439292.0,21239,5627,15612,15563,5676,89,13690
2013,TR811,Zonguldak,600431.0,33334,7452,25882,25083,8251,140,3342
2013,TR812,Karabük,229632.0,15911,4974,10937,11097,4814,118,4142
2013,TR813,Bartın,188683.0,11232,2545,8687,8702,2530,53,2330
2013,TR821,Kastamonu,366264.0,18488,4710,13778,12700,5788,133,13064
2013,TR822,Çankırı,190298.0,10074,2819,7255,7246,2828,91,7542
2013,TR823,Sinop,204144.0,11351,2109,9242,9320,2031,52,5717
2013,TR831,Samsun,1257053.0,90421,39588,50833,50847,39574,381,9725
2013,TR832,Tokat,596078.0,29361,7756,21605,21404,7957,98,10042
2013,TR833,Çorum,529091.0,29254,9741,19513,20022,9232,138,12428
2013,TR834,Amasya,320595.0,18911,4797,14114,13825,5086,68,5628
2013,TR901,Trabzon,755906.0,39660,14676,24984,24255,15405,216,4628
2013,TR902,Ordu,730061.0,40356,9927,30429,30092,10264,281,5914
2013,TR903,Giresun,423525.0,26443,7945,18498,18512,7931,273,6972
2013,TR904,Rize,327459.0,16879,4920,11959,11695,5184,93,3835
2013,TR905,Artvin,169004.0,9488,2514,6974,6608,2880,55,7393
2013,TR906,Gümüşhane,140548.0,6067,1045,5022,4879,1188,20,6668
2013,TRA11,Erzurum,764211.0,40156,14846,25310,25265,14891,286,25006
2013,TRA12,Erzincan,218978.0,14326,4679,9647,9589,4737,121,11815
2013,TRA13,Bayburt,75364.0,3220,739,2481,2455,765,17,3746
2013,TRA21,Ağrı,550511.0,21405,8086,13319,12064,9341,147,11099
2013,TRA22,Kars,300119.0,14288,3533,10755,10055,4233,29,10193
2013,TRA23,Iğdır,189964.0,11763,2879,8884,8198,3565,117,3664
2013,TRA24,Ardahan,102587.0,7018,1443,5575,5215,1803,17,4934
2013,TRB11,Malatya,759818.0,47420,18303,29117,30406,17014,219,12259
2013,TRB12,Elazığ,567631.0,32991,10521,22470,20571,12420,450,9383
2013,TRB13,Bingöl,265365.0,11494,3515,7979,7536,3958,27,8003
2013,TRB14,Tunceli,85329.0,5279,1685,3594,3656,1623,28,7582
2013,TRB21,Van,1069109.0,46297,20435,25862,23857,22440,322,20921
2013,TRB22,Muş,412219.0,14176,4333,9843,9134,5042,37,8718
2013,TRB23,Bitlis,337053.0,12054,3753,8301,7627,4427,63,8294
2013,TRB24,Hakkari,272901.0,11605,4544,7061,6688,4917,70,7095
2013,TRC11,Gaziantep,1835709.0,148455,64988,83467,77509,70946,688,6803
